# ITEM00012;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
60;CSIA 02 registration;Item;IgItem.registrationModes.csia02;csiaIgRegistration02;E;14;0;;;Strategy for registration of the particular CSIA.;
61;CSIA 03 registration;Item;IgItem.registrationModes.csia03;csiaIgRegistration03;E;14;0;;;Strategy for registration of the particular CSIA.;
62;CSIA 04 registration;Item;IgItem.registrationModes.csia04;csiaIgRegistration04;E;14;0;;;Strategy for registration of the particular CSIA.;
63;CSIA 05 registration;Item;IgItem.registrationModes.csia05;csiaIgRegistration05;E;14;0;;;Strategy for registration of the particular CSIA.;
64;CSIA 06 registration;Item;IgItem.registrationModes.csia06;csiaIgRegistration06;E;14;0;;;Strategy for registration of the particular CSIA.;
65;CSIA 07 registration;Item;IgItem.registrationModes.csia07;csiaIgRegistration07;E;14;0;;;Strategy for registration of the particular CSIA.;
66;CSIA 08 registration;Item;IgItem.registrationModes.csia08;csiaIgRegistration08;E;14;0;;;Strategy for registration of the particular CSIA.;
67;CSIA 09 registration;Item;IgItem.registrationModes.csia09;csiaIgRegistration09;E;14;0;;;Strategy for registration of the particular CSIA.;
68;CSIA 10 registration;Item;IgItem.registrationModes.csia10;csiaIgRegistration10;E;14;0;;;Strategy for registration of the particular CSIA.;
69;CSIA 11 registration;Item;IgItem.registrationModes.csia11;csiaIgRegistration11;E;14;0;;;Strategy for registration of the particular CSIA.;
70;CSIA 12 registration;Item;IgItem.registrationModes.csia12;csiaIgRegistration12;E;14;0;;;Strategy for registration of the particular CSIA.;
71;CSIA 13 registration;Item;IgItem.registrationModes.csia13;csiaIgRegistration13;E;14;0;;;Strategy for registration of the particular CSIA.;
72;CSIA 14 registration;Item;IgItem.registrationModes.csia14;csiaIgRegistration14;E;14;0;;;Strategy for registration of the particular CSIA.;
